user_id,persona,occupation,monthly_income,monthly_expenses,savings,average_balance,digital_transactions,cash_transactions,income_variance,expense_ratio,savings_ratio,emi_ratio,missed_payments,income_growth,financial_tier
GL02409,Arun,Freelancer,43498,34628,7055,21626,82,15,Low,0.7961,0.1622,0.1287,3,Stable,Building
GL02410,Arun,Freelancer,41636,34541,5814,22512,43,10,High,0.8296,0.1396,0.1124,4,Increasing,Building
GL02411,Arun,Freelancer,47768,31216,15628,23648,59,5,High,0.6535,0.3272,0.1407,1,Increasing,Emerging
GL02412,Arun,Freelancer,49454,30968,16616,35408,70,10,Medium,0.6262,0.336,0.099,4,Increasing,Ready
GL02413,Arun,Freelancer,58150,57016,1077,15164,69,11,High,0.9805,0.0185,0.173,1,Declining,Building
GL02414,Arun,Freelancer,70616,51408,12487,39990,80,5,High,0.728,0.1768,0.1156,0,Increasing,Emerging
GL02415,Arun,Freelancer,24612,23676,889,34827,53,12,High,0.962,0.0361,0.1968,2,Declining,Building
GL02416,Arun,Freelancer,45306,20700,17452,20345,45,14,Medium,0.4569,0.3852,0.1612,0,Stable,Emerging
GL02417,Arun,Freelancer,45074,40580,4269,22954,56,15,High,0.9003,0.0947,0.1385,3,Increasing,Building
GL02418,Arun,Freelancer,61459,15352,11707,14200,44,13,High,0.2498,0.1905,0.1468,4,Stable,Building
GL02419,Arun,Freelancer,75365,20936,6245,29318,81,10,Medium,0.2778,0.0829,0.0707,3,Stable,Building
GL02420,Arun,Freelancer,58111,42316,12060,22684,80,14,High,0.7282,0.2075,0.0953,4,Declining,Building
GL02421,Arun,Freelancer,32878,12832,16823,30424,49,8,High,0.3903,0.5117,0.0661,1,Stable,Emerging
GL02422,Arun,Freelancer,37437,19912,6246,21707,41,14,High,0.5319,0.1668,0.2145,1,Increasing,Building
GL02423,Arun,Freelancer,59350,12742,9829,26444,40,15,Low,0.2147,0.1656,0.1081,2,Declining,Building
GL02424,Arun,Freelancer,30682,8977,7136,16784,79,6,High,0.2926,0.2326,0.1624,3,Stable,Building
GL02425,Arun,Freelancer,66864,12670,13913,31032,90,11,High,0.1895,0.2081,0.1066,2,Increasing,Ready
GL02426,Arun,Freelancer,59538,41736,13785,21680,54,8,High,0.701,0.2315,0.1214,2,Increasing,Emerging
GL02427,Arun,Freelancer,69756,14341,18523,23378,76,9,High,0.2056,0.2655,0.1728,1,Declining,Building
GL02428,Arun,Freelancer,45445,15278,17781,26535,65,5,Medium,0.3362,0.3913,0.1541,3,Declining,Building
GL02429,Arun,Freelancer,48570,12429,7926,35031,82,13,High,0.2559,0.1632,0.1707,0,Declining,Building
GL02430,Arun,Freelancer,36827,10344,15024,23618,57,13,High,0.2809,0.408,0.0544,3,Stable,Emerging
GL02431,Arun,Freelancer,29795,10404,6629,19526,78,7,High,0.3492,0.2225,0.1496,1,Increasing,Ready
GL02432,Arun,Freelancer,61828,44089,13456,28997,58,10,High,0.7131,0.2176,0.1038,4,Increasing,Emerging
GL02433,Arun,Freelancer,75049,70898,3943,21558,77,5,High,0.9447,0.0525,0.0777,3,Stable,Building
GL02434,Arun,Freelancer,22120,6720,12887,14697,55,11,High,0.3038,0.5826,0.2129,1,Stable,Building
GL02435,Arun,Freelancer,32362,22038,7555,35601,70,5,Low,0.681,0.2335,0.1621,2,Stable,Building
GL02436,Arun,Freelancer,40126,30050,5407,22034,53,8,Medium,0.7489,0.1348,0.0516,1,Stable,Building
GL02437,Arun,Freelancer,26215,14625,6475,25906,90,11,Medium,0.5579,0.247,0.1511,2,Increasing,Emerging
GL02438,Arun,Freelancer,77342,54665,12035,28326,51,15,Medium,0.7068,0.1556,0.0675,2,Increasing,Building
GL02439,Arun,Freelancer,26807,13478,7095,39388,43,12,High,0.5028,0.2647,0.0644,2,Stable,Emerging
GL02440,Arun,Freelancer,37046,36657,369,10876,53,6,Low,0.9895,0.01,0.1391,4,Declining,Building
GL02441,Arun,Freelancer,39855,25327,10038,34855,76,7,High,0.6355,0.2519,0.0966,1,Declining,Emerging
GL02442,Arun,Freelancer,45441,35194,8014,12652,87,6,High,0.7745,0.1764,0.1986,2,Increasing,Building
GL02443,Arun,Freelancer,72509,34855,10004,26805,89,12,Medium,0.4807,0.138,0.1783,3,Increasing,Building
GL02444,Arun,Freelancer,59964,17437,11985,11256,42,14,Medium,0.2908,0.1999,0.2397,1,Increasing,Building
GL02445,Arun,Freelancer,47036,27737,16392,35262,74,7,Medium,0.5897,0.3485,0.1045,3,Stable,Emerging
GL02446,Arun,Freelancer,66988,65407,1501,27022,62,12,High,0.9764,0.0224,0.1116,3,Declining,Building
GL02447,Arun,Freelancer,64651,46755,13698,31038,74,15,High,0.7232,0.2119,0.1431,1,Increasing,Emerging
GL02448,Arun,Freelancer,70580,39680,16844,29268,59,9,Low,0.5622,0.2387,0.2189,1,Declining,Building
GL02449,Arun,Freelancer,61043,15614,14995,37399,74,12,High,0.2558,0.2456,0.0599,1,Declining,Emerging
GL02450,Arun,Freelancer,39528,33322,5388,35617,41,6,High,0.843,0.1363,0.1117,3,Increasing,Building
GL02451,Arun,Freelancer,34641,13198,6185,30033,84,5,High,0.381,0.1785,0.0538,2,Stable,Building
GL02452,Arun,Freelancer,21252,15365,5338,36416,52,5,High,0.723,0.2512,0.0531,0,Declining,Emerging
GL02453,Arun,Freelancer,46674,27962,10933,29641,76,13,High,0.5991,0.2342,0.1206,4,Stable,Emerging
GL02454,Arun,Freelancer,30590,10272,11095,19441,84,8,High,0.3358,0.3627,0.1802,1,Increasing,Emerging
GL02455,Arun,Freelancer,71957,53348,10072,19574,40,6,High,0.7414,0.14,0.0691,3,Declining,Building
GL02456,Arun,Freelancer,73746,28561,10105,34269,62,9,High,0.3873,0.137,0.0787,3,Declining,Building
GL02457,Arun,Freelancer,54741,48462,5474,19858,68,10,High,0.8853,0.1,0.1275,1,Increasing,Building
GL02458,Arun,Freelancer,61139,46276,9648,31752,79,12,High,0.7569,0.1578,0.2314,0,Increasing,Building
GL02459,Arun,Freelancer,38728,15932,8556,24227,88,5,High,0.4114,0.2209,0.2358,1,Increasing,Emerging
GL02460,Arun,Freelancer,33180,20618,5735,26902,83,6,High,0.6214,0.1728,0.1921,4,Stable,Building
GL02461,Arun,Freelancer,74627,33186,18019,13839,80,11,Medium,0.4447,0.2415,0.149,4,Increasing,Ready
GL02462,Arun,Freelancer,61044,26474,7959,18380,47,14,High,0.4337,0.1304,0.0761,2,Declining,Building
GL02463,Arun,Freelancer,67957,39979,11823,28826,57,15,Medium,0.5883,0.174,0.1961,2,Declining,Building
GL02464,Arun,Freelancer,55445,42238,11798,12257,90,7,High,0.7618,0.2128,0.0929,0,Declining,Emerging
GL02465,Arun,Freelancer,56328,55314,963,10209,43,14,Medium,0.982,0.0171,0.1939,1,Increasing,Building
GL02466,Arun,Freelancer,46790,18229,7115,38436,55,10,High,0.3896,0.1521,0.1098,0,Increasing,Ready
GL02467,Arun,Freelancer,35535,8112,14195,22865,70,15,Medium,0.2283,0.3995,0.154,3,Increasing,Emerging
GL02468,Arun,Freelancer,55653,45674,6444,21650,62,7,High,0.8207,0.1158,0.1939,0,Declining,Building
GL02469,Arun,Freelancer,29493,27118,2256,32374,54,14,Medium,0.9195,0.0765,0.1341,2,Stable,Building
GL02470,Arun,Freelancer,61797,42219,16253,12179,45,7,High,0.6832,0.263,0.1965,0,Increasing,Emerging
GL02471,Arun,Freelancer,73730,54456,7567,17849,47,15,Medium,0.7386,0.1026,0.2082,2,Increasing,Building
GL02472,Arun,Freelancer,35404,23281,7692,14082,68,13,High,0.6576,0.2173,0.2236,1,Stable,Building
GL02473,Arun,Freelancer,40257,22137,14114,22025,83,10,Low,0.5499,0.3506,0.2119,4,Increasing,Emerging
GL02474,Arun,Freelancer,24977,8667,14627,27069,88,7,High,0.347,0.5856,0.0553,1,Declining,Emerging
GL02475,Arun,Freelancer,57119,55519,1520,39612,79,6,High,0.972,0.0266,0.2484,2,Stable,Building
GL02476,Arun,Freelancer,28994,24369,4393,39788,59,7,High,0.8405,0.1515,0.0541,1,Stable,Building
GL02477,Arun,Freelancer,79235,25474,18823,32477,43,7,High,0.3215,0.2376,0.1792,0,Stable,Emerging
GL02478,Arun,Freelancer,75935,67012,5902,37391,55,6,Low,0.8825,0.0777,0.1051,1,Declining,Building
GL02479,Arun,Freelancer,35698,12487,19667,27326,41,5,High,0.3498,0.5509,0.2344,3,Stable,Building
GL02480,Arun,Freelancer,27795,10464,9597,27103,61,11,High,0.3765,0.3453,0.2343,3,Declining,Building
GL02481,Arun,Freelancer,24396,22751,1562,14807,71,9,Medium,0.9326,0.064,0.1632,4,Stable,Building
GL02482,Arun,Freelancer,38114,13953,5225,29138,55,10,High,0.3661,0.1371,0.2128,0,Declining,Building
GL02483,Arun,Freelancer,34497,19670,9555,30465,81,13,High,0.5702,0.277,0.1686,3,Declining,Building
GL02484,Arun,Freelancer,69792,68996,756,20012,53,10,High,0.9886,0.0108,0.0739,1,Increasing,Building
GL02485,Arun,Freelancer,37181,15311,16026,30110,48,10,Medium,0.4118,0.431,0.2263,0,Increasing,Ready
GL02486,Arun,Freelancer,56259,32399,15541,33287,56,5,High,0.5759,0.2762,0.0501,3,Declining,Emerging
GL02487,Arun,Freelancer,26330,12340,6714,15995,83,15,Medium,0.4687,0.255,0.1769,1,Stable,Building
GL02488,Arun,Freelancer,52658,48982,3492,25867,76,8,High,0.9302,0.0663,0.2298,4,Stable,Building
GL02489,Arun,Freelancer,21088,12903,6724,36527,68,9,High,0.6119,0.3189,0.1333,1,Increasing,Ready
GL02490,Arun,Freelancer,49762,31877,11217,12937,72,9,High,0.6406,0.2254,0.2194,0,Increasing,Ready
GL02491,Arun,Freelancer,35903,14971,8668,28892,90,11,Medium,0.417,0.2414,0.1931,1,Stable,Building
GL02492,Arun,Freelancer,47993,26967,7014,38848,53,14,High,0.5619,0.1461,0.1364,0,Stable,Emerging
GL02493,Arun,Freelancer,34850,12633,19060,14722,83,15,High,0.3625,0.5469,0.1379,2,Declining,Emerging
GL02494,Arun,Freelancer,43336,10092,8412,33141,58,14,Low,0.2329,0.1941,0.1875,2,Stable,Building
GL02495,Arun,Freelancer,34585,31026,3381,27842,81,14,High,0.8971,0.0978,0.0506,3,Stable,Building
GL02496,Arun,Freelancer,38621,19789,7668,27471,48,6,High,0.5124,0.1985,0.2431,0,Increasing,Emerging
GL02497,Arun,Freelancer,27681,7293,10408,35152,82,13,High,0.2635,0.376,0.1206,4,Declining,Emerging
GL02498,Arun,Freelancer,50844,15644,18063,11974,72,12,High,0.3077,0.3553,0.2328,3,Increasing,Emerging
GL02499,Arun,Freelancer,25607,24746,817,30012,69,15,High,0.9664,0.0319,0.1166,1,Increasing,Building
GL02500,Arun,Freelancer,57118,51554,5215,13812,47,11,Medium,0.9026,0.0913,0.2252,1,Declining,Building
GL02501,Arun,Freelancer,72230,36425,10193,32609,48,8,High,0.5043,0.1411,0.1435,3,Increasing,Emerging
GL02502,Arun,Freelancer,64640,27607,8891,34921,67,7,Medium,0.4271,0.1375,0.1272,4,Increasing,Emerging
GL02503,Arun,Freelancer,70619,64750,5108,22694,46,10,High,0.9169,0.0723,0.1047,1,Increasing,Building
GL02504,Arun,Freelancer,33427,16228,15512,21683,52,10,High,0.4855,0.4641,0.181,1,Stable,Building
GL02505,Arun,Freelancer,23463,7113,12455,38239,73,14,High,0.3032,0.5308,0.1716,4,Stable,Building
GL02506,Arun,Freelancer,36825,33823,2851,20513,70,10,High,0.9185,0.0774,0.1974,4,Stable,Building
GL02507,Arun,Freelancer,66424,63023,3230,38903,78,14,High,0.9488,0.0486,0.183,2,Stable,Building
GL02508,Arun,Freelancer,27906,13280,8564,36250,61,5,High,0.4759,0.3069,0.1519,2,Stable,Building
GL02509,Arun,Freelancer,28153,12705,13145,28307,50,12,High,0.4513,0.4669,0.0983,2,Declining,Emerging
GL02510,Arun,Freelancer,72761,54097,17617,17881,61,9,High,0.7435,0.2421,0.156,1,Increasing,Building
GL02511,Arun,Freelancer,42411,13457,15912,10420,50,11,Medium,0.3173,0.3752,0.1428,4,Declining,Emerging
GL02512,Arun,Freelancer,25453,17140,7372,25044,76,5,High,0.6734,0.2896,0.1684,3,Stable,Building
GL02513,Arun,Freelancer,22219,10634,7784,36247,89,12,High,0.4786,0.3503,0.1819,1,Stable,Building
GL02514,Arun,Freelancer,54867,36365,13728,12134,82,14,High,0.6628,0.2502,0.1723,2,Stable,Building
GL02515,Arun,Freelancer,56685,36397,14551,10267,56,6,Medium,0.6421,0.2567,0.1918,0,Increasing,Ready
GL02516,Arun,Freelancer,41173,8308,10644,14501,58,15,High,0.2018,0.2585,0.1845,3,Stable,Building
GL02517,Arun,Freelancer,36034,17249,5462,25783,85,5,Medium,0.4787,0.1516,0.0707,0,Declining,Emerging
GL02518,Arun,Freelancer,51250,32390,9867,34307,59,9,High,0.632,0.1925,0.0755,3,Stable,Building
GL02519,Arun,Freelancer,28366,13385,7528,27428,47,15,High,0.4719,0.2654,0.0752,0,Declining,Ready
GL02520,Arun,Freelancer,65833,52916,8689,30872,45,15,Medium,0.8038,0.132,0.0922,0,Declining,Building
GL02521,Arun,Freelancer,65846,34542,14168,29208,42,11,High,0.5246,0.2152,0.1527,3,Stable,Building
GL02522,Arun,Freelancer,24661,9726,9460,32453,85,7,Low,0.3944,0.3836,0.073,0,Stable,Ready
GL02523,Arun,Freelancer,30065,14960,12946,19040,84,5,Medium,0.4976,0.4306,0.2006,1,Increasing,Emerging
GL02524,Arun,Freelancer,63109,38370,9668,13116,43,9,Low,0.608,0.1532,0.2211,3,Declining,Building
GL02525,Arun,Freelancer,43115,26709,6114,24847,62,10,High,0.6195,0.1418,0.2331,1,Increasing,Building
GL02526,Arun,Freelancer,25793,22976,2676,33365,83,8,High,0.8908,0.1037,0.1594,1,Stable,Building
GL02527,Arun,Freelancer,43202,21397,5364,36776,45,8,High,0.4953,0.1242,0.1082,4,Increasing,Emerging
GL02528,Arun,Freelancer,74393,60622,6406,23234,87,15,High,0.8149,0.0861,0.0912,4,Increasing,Building
GL02529,Arun,Freelancer,70808,42477,6572,13105,60,15,High,0.5999,0.0928,0.2432,0,Stable,Building
GL02530,Arun,Freelancer,50533,32053,11381,15447,81,12,Medium,0.6343,0.2252,0.1617,1,Stable,Building
GL02531,Arun,Freelancer,60866,15770,7107,21141,67,13,Low,0.2591,0.1168,0.0873,4,Increasing,Emerging
GL02532,Arun,Freelancer,65149,36770,19639,26157,80,8,Medium,0.5644,0.3014,0.0532,0,Declining,Ready
GL02533,Arun,Freelancer,66860,64178,2547,36228,88,11,High,0.9599,0.0381,0.1767,4,Declining,Building
GL02534,Arun,Freelancer,62906,48204,9144,30632,78,11,High,0.7663,0.1454,0.0899,1,Stable,Building
GL02535,Arun,Freelancer,62514,61732,742,20539,88,14,High,0.9875,0.0119,0.2446,0,Stable,Building
GL02536,Arun,Freelancer,78445,27338,12926,31376,64,10,High,0.3485,0.1648,0.2009,2,Declining,Building
GL02537,Arun,Freelancer,67302,30440,7711,25088,80,13,High,0.4523,0.1146,0.0735,0,Declining,Emerging
GL02538,Arun,Freelancer,67035,32297,7089,21071,83,11,High,0.4818,0.1058,0.2411,4,Stable,Building
GL02539,Arun,Freelancer,24577,20976,3420,29493,73,15,High,0.8535,0.1392,0.0577,2,Declining,Building
GL02540,Arun,Freelancer,39581,21092,5830,38664,71,5,High,0.5329,0.1473,0.1604,4,Stable,Building
GL02541,Arun,Freelancer,69055,60133,7316,24494,81,6,High,0.8708,0.1059,0.1349,4,Increasing,Building
GL02542,Arun,Freelancer,78157,72951,4945,13311,44,7,Medium,0.9334,0.0633,0.1982,2,Increasing,Building
GL02543,Arun,Freelancer,27331,25754,1498,18414,50,5,High,0.9423,0.0548,0.0729,4,Declining,Building
GL02544,Arun,Freelancer,53460,41896,9583,39096,67,12,High,0.7837,0.1793,0.1848,2,Declining,Building
GL02545,Arun,Freelancer,56282,35350,9412,23727,59,9,High,0.6281,0.1672,0.1798,1,Declining,Building
GL02546,Arun,Freelancer,71312,25387,17316,28509,60,9,Medium,0.356,0.2428,0.0569,2,Declining,Emerging
GL02547,Arun,Freelancer,79476,69438,9381,11622,70,9,Medium,0.8737,0.118,0.2244,0,Increasing,Building
GL02548,Arun,Freelancer,70438,41713,18717,15610,81,7,Low,0.5922,0.2657,0.1723,2,Increasing,Emerging
GL02549,Arun,Freelancer,34033,14110,17130,37959,73,6,Medium,0.4146,0.5033,0.2265,1,Increasing,Emerging
GL02550,Arun,Freelancer,64812,32710,13418,21339,40,11,Medium,0.5047,0.207,0.1941,0,Declining,Emerging
GL02551,Arun,Freelancer,21030,13070,6393,18855,86,7,Low,0.6215,0.304,0.1326,4,Stable,Emerging
GL02552,Arun,Freelancer,36570,14825,16232,29928,58,8,Medium,0.4054,0.4439,0.1097,2,Stable,Emerging
GL02553,Arun,Freelancer,45878,29279,7693,19329,85,7,High,0.6382,0.1677,0.1868,1,Increasing,Building
GL02554,Arun,Freelancer,29015,17368,9444,10289,41,15,High,0.5986,0.3255,0.1258,1,Declining,Emerging
GL02555,Arun,Freelancer,40262,26838,11677,36113,70,12,High,0.6666,0.29,0.1369,3,Increasing,Emerging
GL02556,Arun,Freelancer,49713,9937,15594,12667,79,15,High,0.1999,0.3137,0.1998,1,Declining,Building
GL02557,Arun,Freelancer,65903,15671,13215,11919,52,15,High,0.2378,0.2005,0.1271,2,Stable,Emerging
GL02558,Arun,Freelancer,51206,44144,5409,37887,55,12,High,0.8621,0.1056,0.1923,4,Stable,Building
GL02559,Arun,Freelancer,69408,53055,13037,10058,85,11,High,0.7644,0.1878,0.1267,2,Stable,Building
GL02560,Arun,Freelancer,64080,21268,16704,32634,53,8,High,0.3319,0.2607,0.1792,2,Increasing,Emerging
GL02561,Arun,Freelancer,47405,29964,7226,28184,71,10,High,0.6321,0.1524,0.0845,0,Stable,Emerging
GL02562,Arun,Freelancer,23447,22344,1047,18751,90,6,High,0.953,0.0447,0.1769,0,Stable,Building
GL02563,Arun,Freelancer,43388,38693,4460,26909,68,5,Low,0.8918,0.1028,0.1064,0,Stable,Building
GL02564,Arun,Freelancer,20351,5995,12928,26953,66,14,Low,0.2946,0.6353,0.0932,1,Increasing,Ready
GL02565,Arun,Freelancer,49212,15683,18816,14830,64,6,Low,0.3187,0.3823,0.2231,3,Stable,Building
GL02566,Arun,Freelancer,22660,10031,5196,22501,48,11,High,0.4427,0.2293,0.1617,1,Declining,Building
GL02567,Arun,Freelancer,70892,26839,8553,30043,53,8,High,0.3786,0.1206,0.0764,1,Increasing,Emerging
GL02568,Arun,Freelancer,67735,49697,11449,19780,89,12,High,0.7337,0.169,0.1401,4,Stable,Building
GL02569,Arun,Freelancer,56450,31357,12554,23460,70,7,High,0.5555,0.2224,0.1466,2,Stable,Emerging
GL02570,Arun,Freelancer,53888,28404,14088,23799,58,11,Medium,0.5271,0.2614,0.1288,3,Declining,Emerging
GL02571,Arun,Freelancer,44206,9597,11754,33138,50,8,High,0.2171,0.2659,0.1967,3,Declining,Building
GL02572,Arun,Freelancer,62007,22855,14694,23225,45,9,High,0.3686,0.237,0.1912,2,Declining,Building
GL02573,Arun,Freelancer,52400,44534,5543,27907,82,12,High,0.8499,0.1058,0.1071,3,Declining,Building
GL02574,Arun,Freelancer,59161,13003,11675,20404,40,13,High,0.2198,0.1973,0.193,2,Declining,Building
GL02575,Arun,Freelancer,33066,11877,7255,26227,84,7,High,0.3592,0.2194,0.1101,2,Declining,Emerging
GL02576,Arun,Freelancer,33377,29785,3412,19506,41,11,High,0.8924,0.1022,0.0721,2,Increasing,Building
GL02577,Arun,Freelancer,65254,64340,868,16251,71,7,High,0.986,0.0133,0.21,3,Stable,Building
GL02578,Arun,Freelancer,56116,49859,5308,28975,51,11,High,0.8885,0.0946,0.181,2,Increasing,Building
GL02579,Arun,Freelancer,47116,20665,19478,34185,40,11,High,0.4386,0.4134,0.2234,4,Stable,Building
GL02580,Arun,Freelancer,31367,30300,1013,18820,62,14,High,0.966,0.0323,0.0919,2,Declining,Building
GL02581,Arun,Freelancer,36520,34277,2130,28384,83,14,High,0.9386,0.0583,0.1858,4,Declining,Building
GL02582,Arun,Freelancer,30131,8677,17682,10060,57,11,High,0.288,0.5868,0.209,1,Declining,Building
GL02583,Arun,Freelancer,35257,21016,13407,21217,53,10,Medium,0.5961,0.3803,0.0703,4,Stable,Emerging
GL02584,Arun,Freelancer,39044,17073,7509,29901,78,5,High,0.4373,0.1923,0.1026,3,Declining,Building
GL02585,Arun,Freelancer,69224,60896,6734,32303,82,8,High,0.8797,0.0973,0.1744,1,Increasing,Building
GL02586,Arun,Freelancer,64186,47324,5476,39682,87,7,High,0.7373,0.0853,0.236,3,Increasing,Building
GL02587,Arun,Freelancer,77477,66723,5193,28940,44,12,Low,0.8612,0.067,0.1306,2,Stable,Building
GL02588,Arun,Freelancer,24936,13585,6512,33040,82,12,Medium,0.5448,0.2611,0.1161,3,Stable,Emerging
GL02589,Arun,Freelancer,36878,26404,5317,31498,81,10,High,0.716,0.1442,0.246,1,Stable,Building
GL02590,Arun,Freelancer,22621,5944,12317,28723,51,13,High,0.2628,0.5445,0.1062,3,Declining,Emerging
GL02591,Arun,Freelancer,33302,18802,6096,15676,55,10,High,0.5646,0.1831,0.2167,0,Declining,Building
GL02592,Arun,Freelancer,74150,68900,4987,34609,81,8,High,0.9292,0.0673,0.1222,0,Declining,Building
GL02593,Arun,Freelancer,48413,47067,1278,32812,84,10,High,0.9722,0.0264,0.0792,1,Declining,Building
GL02594,Arun,Freelancer,75524,44249,15212,33440,41,14,High,0.5859,0.2014,0.1504,4,Increasing,Emerging
GL02595,Arun,Freelancer,24185,15923,6135,26973,76,12,High,0.6584,0.2537,0.2369,2,Increasing,Building
GL02596,Arun,Freelancer,28111,24152,3761,25263,75,14,High,0.8592,0.1338,0.2069,1,Declining,Building
GL02597,Arun,Freelancer,56916,39015,16402,31185,55,13,High,0.6855,0.2882,0.193,3,Declining,Building
GL02598,Arun,Freelancer,45920,40478,5168,35672,84,6,High,0.8815,0.1125,0.0776,2,Increasing,Building
GL02599,Arun,Freelancer,32710,11284,8422,10821,71,9,Medium,0.345,0.2575,0.2107,2,Increasing,Emerging
GL02600,Arun,Freelancer,21011,4803,15235,38105,47,6,High,0.2286,0.7251,0.1935,4,Declining,Building
GL02601,Arun,Freelancer,34317,18973,12853,28520,58,9,High,0.5529,0.3745,0.1478,0,Stable,Ready
GL02602,Arun,Freelancer,57808,16689,14710,24896,59,9,High,0.2887,0.2545,0.2224,3,Declining,Building
GL02603,Arun,Freelancer,79350,43999,18266,34479,84,10,High,0.5545,0.2302,0.1424,3,Declining,Emerging
GL02604,Arun,Freelancer,44718,24822,5931,16252,88,5,High,0.5551,0.1326,0.116,4,Declining,Building
GL02605,Arun,Freelancer,75224,69582,5270,24817,86,13,High,0.925,0.0701,0.2351,1,Declining,Building
GL02606,Arun,Freelancer,68514,21753,18159,31082,42,5,High,0.3175,0.265,0.2488,2,Stable,Building
GL02607,Arun,Freelancer,47129,33635,5623,32152,77,11,Medium,0.7137,0.1193,0.0995,1,Stable,Building
GL02608,Arun,Freelancer,37406,8551,6349,32406,90,7,Medium,0.2286,0.1697,0.0547,4,Increasing,Emerging
GL02609,Arun,Freelancer,48334,20295,9704,35242,82,12,High,0.4199,0.2008,0.1665,4,Declining,Building
GL02610,Arun,Freelancer,63682,19251,14441,12835,64,13,High,0.3023,0.2268,0.1859,0,Declining,Emerging
GL02611,Arun,Freelancer,58723,20341,11798,33509,61,14,Medium,0.3464,0.2009,0.1218,3,Declining,Emerging
GL02612,Arun,Freelancer,38669,27946,7040,16964,64,9,High,0.7227,0.1821,0.2335,0,Declining,Building
GL02613,Arun,Freelancer,53091,14647,14863,20132,48,10,High,0.2759,0.28,0.0876,4,Stable,Emerging
GL02614,Arun,Freelancer,59020,25602,18352,11859,82,8,High,0.4338,0.3109,0.0723,4,Stable,Emerging
GL02615,Arun,Freelancer,64550,14375,13226,15481,40,12,High,0.2227,0.2049,0.2159,4,Declining,Building
GL02616,Arun,Freelancer,51948,22415,8008,15988,58,6,High,0.4315,0.1542,0.0572,0,Declining,Emerging
GL02617,Arun,Freelancer,31245,10432,5215,37912,88,6,High,0.3339,0.1669,0.126,4,Declining,Building
GL02618,Arun,Freelancer,52876,24973,18464,25432,43,5,High,0.4723,0.3492,0.2129,0,Stable,Emerging
GL02619,Arun,Freelancer,78217,47501,12919,37290,55,15,High,0.6073,0.1652,0.0923,2,Declining,Building
GL02620,Arun,Freelancer,67021,62141,4636,15693,81,12,Medium,0.9272,0.0692,0.1087,0,Increasing,Emerging
GL02621,Arun,Freelancer,48302,23986,6709,37977,87,15,High,0.4966,0.1389,0.0878,3,Declining,Building
GL02622,Arun,Freelancer,21017,10056,10396,14682,77,6,High,0.4785,0.4946,0.0843,3,Stable,Emerging
GL02623,Arun,Freelancer,63518,19690,15776,18572,86,5,Medium,0.31,0.2484,0.1262,1,Declining,Emerging
GL02624,Arun,Freelancer,54114,13891,12777,22103,90,13,High,0.2567,0.2361,0.1817,2,Declining,Building
GL02625,Arun,Freelancer,44470,14150,13641,18457,40,14,High,0.3182,0.3067,0.0807,3,Increasing,Ready
GL02626,Arun,Freelancer,28058,12993,13737,11292,88,9,Medium,0.4631,0.4896,0.1073,3,Increasing,Ready
GL02627,Arun,Freelancer,52761,12050,9048,25592,61,5,High,0.2284,0.1715,0.2397,4,Increasing,Building
GL02628,Arun,Freelancer,34947,12657,15014,38078,55,7,Low,0.3622,0.4296,0.1098,0,Stable,Ready
GL02629,Arun,Freelancer,44175,31514,10464,18804,75,9,Low,0.7134,0.2369,0.1976,0,Declining,Building
GL02630,Arun,Freelancer,79365,59563,9766,37418,55,8,High,0.7505,0.1231,0.0998,3,Increasing,Building
GL02631,Arun,Freelancer,21161,7465,6439,11478,79,11,High,0.3528,0.3043,0.2087,0,Stable,Emerging
GL02632,Arun,Freelancer,63915,42637,5290,25469,62,10,Medium,0.6671,0.0828,0.1775,2,Increasing,Building
GL02633,Arun,Freelancer,78300,18024,5606,32558,41,8,High,0.2302,0.0716,0.0834,2,Declining,Building
GL02634,Arun,Freelancer,58794,43730,11764,27320,90,10,Medium,0.7438,0.2001,0.123,3,Stable,Building
GL02635,Arun,Freelancer,79053,61432,10906,23629,57,8,High,0.7771,0.138,0.1495,1,Declining,Building
GL02636,Arun,Freelancer,47084,40991,5538,10881,50,13,High,0.8706,0.1176,0.0802,2,Stable,Building
GL02637,Arun,Freelancer,54297,41531,8100,15358,73,8,High,0.7649,0.1492,0.1006,4,Stable,Building
GL02638,Arun,Freelancer,70207,28349,11173,28350,72,9,High,0.4038,0.1591,0.2352,1,Increasing,Building
GL02639,Arun,Freelancer,69974,58218,9438,17928,82,7,High,0.832,0.1349,0.1261,3,Declining,Building
GL02640,Arun,Freelancer,63998,56996,5132,13827,72,15,High,0.8906,0.0802,0.0829,2,Stable,Building
GL02641,Arun,Freelancer,71286,22226,13424,13886,54,12,High,0.3118,0.1883,0.2496,2,Stable,Building
GL02642,Arun,Freelancer,45623,36060,7733,13177,85,7,High,0.7904,0.1695,0.1328,2,Increasing,Building
GL02643,Arun,Freelancer,37722,23621,8536,18432,41,13,High,0.6262,0.2263,0.2436,4,Increasing,Emerging
GL02644,Arun,Freelancer,31797,28572,3063,28286,75,14,High,0.8986,0.0963,0.1947,4,Stable,Building
GL02645,Arun,Freelancer,40679,35008,5121,33271,44,6,High,0.8606,0.1259,0.054,0,Stable,Building
GL02646,Arun,Freelancer,36515,22460,8223,28594,60,6,Medium,0.6151,0.2252,0.2176,4,Stable,Building
GL02647,Arun,Freelancer,44611,36639,5747,33881,78,15,Medium,0.8213,0.1288,0.0767,0,Increasing,Emerging
