user_id,occupation,monthly_income,monthly_expenses,savings,average_balance,digital_transactions,cash_transactions,income_variance,expense_ratio,savings_ratio,emi_ratio,financial_buffer,financial_score,missed_payments,income_growth,financial_tier
GL03058,Boutique Owner,74649,51059,18442,31015,157,44,Medium,0.684,0.247,0.1434,0.6074,7,1,Increasing,Emerging
GL03059,Boutique Owner,50370,29189,12330,27330,153,39,Medium,0.5795,0.2448,0.1293,0.9363,10,0,Increasing,Ready
GL03060,Boutique Owner,71277,50100,16240,17455,111,23,Medium,0.7029,0.2278,0.0633,0.3484,7,2,Increasing,Emerging
GL03061,Boutique Owner,58568,40751,10746,25063,83,31,Low,0.6958,0.1835,0.1243,0.615,2,2,Stable,Building
GL03062,Boutique Owner,67968,64386,3402,39023,147,50,Low,0.9473,0.0501,0.101,0.6061,7,0,Increasing,Emerging
GL03063,Boutique Owner,57274,22571,16440,27909,141,27,Medium,0.3941,0.287,0.0999,1.2365,10,0,Increasing,Ready
GL03064,Boutique Owner,62640,55085,7177,16634,153,47,Medium,0.8794,0.1146,0.1062,0.302,5,1,Increasing,Emerging
GL03065,Boutique Owner,50569,44642,5630,28031,112,36,High,0.8828,0.1113,0.0968,0.6279,3,1,Stable,Building
GL03066,Boutique Owner,41970,16326,20565,40812,102,26,Medium,0.389,0.49,0.0625,2.4998,7,1,Stable,Emerging
GL03067,Boutique Owner,40271,24323,12370,32588,109,35,Medium,0.604,0.3072,0.1709,1.3398,9,0,Increasing,Ready
GL03068,Boutique Owner,77892,31398,24710,23273,145,30,Medium,0.4031,0.3172,0.074,0.7412,7,2,Stable,Emerging
GL03069,Boutique Owner,76809,31491,11890,41553,84,24,Low,0.41,0.1548,0.1102,1.3195,4,2,Stable,Building
GL03070,Boutique Owner,57483,33983,10051,41604,127,38,Medium,0.5912,0.1749,0.0741,1.2243,5,1,Stable,Emerging
GL03071,Boutique Owner,59174,33800,14448,19048,83,40,Medium,0.5712,0.2442,0.1274,0.5636,8,0,Stable,Ready
GL03072,Boutique Owner,80394,35920,18147,35747,81,48,High,0.4468,0.2257,0.1441,0.9952,8,0,Stable,Ready
GL03073,Boutique Owner,49913,31909,15349,29169,135,41,Medium,0.6393,0.3075,0.1465,0.9141,9,2,Increasing,Ready
GL03074,Boutique Owner,70932,64711,5909,20528,85,20,Medium,0.9123,0.0833,0.1707,0.3172,0,2,Stable,Building
GL03075,Boutique Owner,60815,59598,1156,20605,106,48,Medium,0.98,0.019,0.0923,0.3457,7,0,Increasing,Emerging
GL03076,Boutique Owner,47673,22392,20925,40279,151,48,Low,0.4697,0.4389,0.1457,1.7988,9,0,Stable,Ready
GL03077,Boutique Owner,64732,23187,19384,32027,81,21,Medium,0.3582,0.2995,0.18,1.3812,8,0,Increasing,Ready
GL03078,Boutique Owner,56567,48432,7728,37842,123,25,Medium,0.8562,0.1366,0.0927,0.7813,5,1,Increasing,Emerging
GL03079,Boutique Owner,64921,59870,4798,44791,98,46,Medium,0.9222,0.0739,0.1252,0.7481,2,1,Stable,Building
GL03080,Boutique Owner,46980,22132,13175,20284,81,37,Low,0.4711,0.2804,0.1804,0.9165,6,1,Increasing,Emerging
GL03081,Boutique Owner,78544,76674,1776,15570,115,27,High,0.9762,0.0226,0.1405,0.2031,5,1,Increasing,Emerging
GL03082,Boutique Owner,57965,43728,12344,35457,142,43,Medium,0.7544,0.213,0.1605,0.8109,7,0,Increasing,Emerging
GL03083,Boutique Owner,80590,71789,8360,20408,134,24,Medium,0.8908,0.1037,0.0784,0.2843,5,1,Increasing,Emerging
GL03084,Boutique Owner,54893,33073,20018,23188,113,43,Medium,0.6025,0.3647,0.0676,0.7011,10,0,Increasing,Ready
GL03085,Boutique Owner,81194,41189,18628,21880,94,40,Medium,0.5073,0.2294,0.0879,0.5312,6,1,Stable,Emerging
GL03086,Boutique Owner,66071,27683,19805,38364,135,28,Medium,0.419,0.2998,0.067,1.3858,10,0,Increasing,Ready
GL03087,Boutique Owner,82250,79601,2516,23915,84,37,Medium,0.9678,0.0306,0.1005,0.3004,2,2,Stable,Building
GL03088,Boutique Owner,53406,40540,11192,33990,143,40,Medium,0.7591,0.2096,0.1325,0.8384,5,1,Stable,Emerging
GL03089,Boutique Owner,81680,76493,4927,44959,110,49,Medium,0.9365,0.0603,0.1949,0.5878,3,1,Increasing,Building
GL03090,Boutique Owner,49284,29668,12220,21774,110,44,Medium,0.602,0.248,0.1215,0.7339,10,0,Increasing,Ready
GL03091,Boutique Owner,79501,45872,19497,40443,81,35,Medium,0.577,0.2452,0.1847,0.8816,8,0,Increasing,Ready
GL03092,Boutique Owner,40392,25968,12166,36435,108,44,Medium,0.6429,0.3012,0.1974,1.4031,7,2,Increasing,Emerging
GL03093,Boutique Owner,60285,51833,8029,36212,109,38,Medium,0.8598,0.1332,0.1073,0.6986,3,1,Stable,Building
GL03094,Boutique Owner,48517,25296,19834,20315,142,50,Low,0.5214,0.4088,0.1127,0.8031,7,2,Stable,Emerging
GL03095,Boutique Owner,73917,34866,22523,30355,126,35,Medium,0.4717,0.3047,0.0925,0.8706,9,1,Increasing,Ready
GL03096,Boutique Owner,63275,18976,16357,15573,152,39,Medium,0.2999,0.2585,0.0695,0.8207,9,0,Stable,Ready
GL03097,Boutique Owner,45177,19136,10503,37982,139,21,Medium,0.4236,0.2325,0.1948,1.9848,7,2,Increasing,Emerging
GL03098,Boutique Owner,78798,40974,18186,33647,132,21,Medium,0.52,0.2308,0.077,0.8212,7,1,Stable,Emerging
GL03099,Boutique Owner,72118,32582,13283,21251,118,33,Medium,0.4518,0.1842,0.183,0.6522,3,1,Stable,Building
GL03100,Boutique Owner,48187,43859,4111,32963,154,50,Medium,0.9102,0.0853,0.166,0.7516,5,0,Increasing,Emerging
GL03101,Boutique Owner,69833,25698,13184,39925,156,44,Medium,0.368,0.1888,0.1894,1.5536,3,1,Stable,Building
GL03102,Boutique Owner,71633,50042,10205,18973,129,20,Medium,0.6986,0.1425,0.0825,0.3791,5,0,Stable,Emerging
GL03103,Boutique Owner,74982,46631,23361,32327,139,27,Low,0.6219,0.3116,0.1975,0.6933,7,1,Increasing,Emerging
GL03104,Boutique Owner,51719,34636,10631,28937,120,23,Medium,0.6697,0.2056,0.1954,0.8355,3,1,Stable,Building
GL03105,Boutique Owner,51143,23505,15447,27035,118,41,Low,0.4596,0.302,0.1436,1.1502,7,2,Stable,Emerging
GL03106,Boutique Owner,69817,44969,11596,38150,126,41,Medium,0.6441,0.1661,0.0716,0.8484,5,1,Stable,Emerging
GL03107,Boutique Owner,73105,67227,5584,23607,86,21,Medium,0.9196,0.0764,0.1805,0.3512,4,0,Increasing,Building
GL03108,Boutique Owner,57228,54418,2669,41928,122,39,Medium,0.9509,0.0466,0.156,0.7705,3,2,Increasing,Building
GL03109,Boutique Owner,73791,34150,17749,34993,94,41,Medium,0.4628,0.2405,0.1102,1.0247,6,1,Stable,Emerging
GL03110,Boutique Owner,65179,48414,12604,43292,125,27,Medium,0.7428,0.1934,0.0576,0.8942,5,1,Increasing,Emerging
GL03111,Boutique Owner,51458,40353,10068,34115,97,27,Medium,0.7842,0.1957,0.0582,0.8454,4,2,Increasing,Building
GL03112,Boutique Owner,65433,64588,802,35789,108,50,Medium,0.9871,0.0123,0.1693,0.5541,1,1,Stable,Building
GL03113,Boutique Owner,76584,44487,21611,33281,122,26,Medium,0.5809,0.2822,0.1375,0.7481,9,1,Increasing,Ready
GL03114,Boutique Owner,70779,69915,820,24724,138,34,Low,0.9878,0.0116,0.1631,0.3536,3,2,Increasing,Building
GL03115,Boutique Owner,68906,55731,12268,36577,135,29,Medium,0.8088,0.178,0.0766,0.6563,3,1,Stable,Building
GL03116,Boutique Owner,81720,48435,20278,31548,156,25,High,0.5927,0.2481,0.1543,0.6513,5,1,Stable,Emerging
GL03117,Boutique Owner,76818,45906,20502,22835,111,50,Medium,0.5976,0.2669,0.0981,0.4974,9,0,Stable,Ready
GL03118,Boutique Owner,51402,33704,16196,23105,113,33,High,0.6557,0.3151,0.1347,0.6855,5,2,Stable,Emerging
GL03119,Boutique Owner,71644,68978,2532,43779,129,20,Medium,0.9628,0.0353,0.1786,0.6347,1,2,Stable,Building
GL03120,Boutique Owner,68367,50051,16689,19246,155,29,Medium,0.7321,0.2441,0.0726,0.3845,7,2,Increasing,Emerging
GL03121,Boutique Owner,80495,67841,10906,44551,86,26,Low,0.8428,0.1355,0.1159,0.6567,6,0,Increasing,Emerging
GL03122,Boutique Owner,68894,54591,12055,23139,160,37,Medium,0.7924,0.175,0.146,0.4239,7,0,Increasing,Emerging
GL03123,Boutique Owner,61881,19492,14565,38617,117,48,Medium,0.315,0.2354,0.1091,1.9812,9,1,Increasing,Ready
GL03124,Boutique Owner,73341,25838,17986,26067,145,35,Medium,0.3523,0.2452,0.0541,1.0089,9,2,Increasing,Ready
GL03125,Boutique Owner,70818,41031,20546,38871,107,22,Low,0.5794,0.2901,0.1166,0.9474,9,2,Increasing,Ready
GL03126,Boutique Owner,79232,65849,11961,42638,144,28,Medium,0.8311,0.151,0.1218,0.6475,5,1,Increasing,Emerging
GL03127,Boutique Owner,84358,45165,19980,29520,118,29,Medium,0.5354,0.2368,0.1997,0.6536,7,1,Increasing,Emerging
GL03128,Boutique Owner,79877,33236,15058,18200,102,21,Medium,0.4161,0.1885,0.1059,0.5476,9,0,Increasing,Ready
GL03129,Boutique Owner,43870,40154,3530,38325,114,20,Medium,0.9153,0.0805,0.0794,0.9545,5,1,Increasing,Emerging
GL03130,Boutique Owner,73499,29825,10835,41289,100,39,Medium,0.4058,0.1474,0.0622,1.3844,6,1,Increasing,Emerging
GL03131,Boutique Owner,47991,20026,12811,21059,128,46,High,0.4173,0.2669,0.0996,1.0516,9,1,Increasing,Ready
GL03132,Boutique Owner,43677,38156,5244,22010,83,37,Medium,0.8736,0.1201,0.0778,0.5768,2,2,Stable,Building
GL03133,Boutique Owner,54298,43063,10451,35808,104,39,High,0.7931,0.1925,0.1676,0.8315,1,2,Stable,Building
GL03134,Boutique Owner,71469,44582,23979,16328,110,21,Low,0.6238,0.3355,0.1413,0.3662,9,1,Increasing,Ready
GL03135,Boutique Owner,54292,31293,19160,15337,89,43,Medium,0.5764,0.3529,0.0914,0.4901,8,2,Increasing,Ready
GL03136,Boutique Owner,59896,28169,15729,26412,148,44,Medium,0.4703,0.2626,0.0834,0.9376,9,2,Increasing,Ready
GL03137,Boutique Owner,66439,42786,16120,30088,143,21,Medium,0.644,0.2426,0.0591,0.7032,7,1,Stable,Emerging
GL03138,Boutique Owner,75510,55779,12731,24884,157,34,Medium,0.7387,0.1686,0.1716,0.4461,3,0,Stable,Building
GL03139,Boutique Owner,52277,49344,2786,30645,141,24,Medium,0.9439,0.0533,0.1498,0.621,5,0,Stable,Emerging
GL03140,Boutique Owner,45440,24096,13803,24986,83,43,Medium,0.5303,0.3038,0.1005,1.0369,6,1,Stable,Emerging
GL03141,Boutique Owner,76988,38732,13429,42226,134,27,Low,0.5031,0.1744,0.0567,1.0902,7,2,Increasing,Emerging
GL03142,Boutique Owner,73969,26880,19743,27150,83,41,High,0.3634,0.2669,0.107,1.01,10,0,Increasing,Ready
GL03143,Boutique Owner,76030,57995,14304,40490,104,44,High,0.7628,0.1881,0.1877,0.6982,1,2,Stable,Building
GL03144,Boutique Owner,42486,23872,11530,31243,106,33,Low,0.5619,0.2714,0.1073,1.3088,7,2,Stable,Emerging
GL03145,Boutique Owner,66782,53866,10986,30244,122,27,Medium,0.8066,0.1645,0.1756,0.5615,5,0,Increasing,Emerging
GL03146,Boutique Owner,76606,56879,13751,42447,150,28,Medium,0.7425,0.1795,0.1794,0.7463,3,2,Increasing,Building
GL03147,Boutique Owner,84439,73917,9995,18302,111,47,Medium,0.8754,0.1184,0.1799,0.2476,5,0,Increasing,Emerging
GL03148,Boutique Owner,55545,28416,11328,22601,131,48,Medium,0.5116,0.2039,0.061,0.7954,9,0,Stable,Ready
GL03149,Boutique Owner,51190,50278,866,26849,124,21,Medium,0.9822,0.0169,0.1557,0.534,3,2,Increasing,Building
GL03150,Boutique Owner,57401,56379,970,23105,108,48,High,0.9822,0.0169,0.0646,0.4098,7,0,Increasing,Emerging
GL03151,Boutique Owner,48369,29974,15869,28638,124,47,High,0.6197,0.3281,0.1543,0.9554,9,0,Increasing,Ready
GL03152,Boutique Owner,44657,29871,12053,21465,104,33,Medium,0.6689,0.2699,0.0678,0.7186,5,2,Stable,Emerging
GL03153,Boutique Owner,57309,21651,24211,38788,125,20,Medium,0.3778,0.4225,0.1919,1.7915,5,1,Stable,Emerging
GL03154,Boutique Owner,48920,31514,10815,29247,126,47,Medium,0.6442,0.2211,0.1754,0.9281,7,1,Increasing,Emerging
GL03155,Boutique Owner,78387,31574,13597,26431,110,21,Medium,0.4028,0.1735,0.0672,0.8371,5,1,Stable,Emerging
GL03156,Boutique Owner,63409,37449,19270,35450,108,30,Medium,0.5906,0.3039,0.1886,0.9466,7,1,Increasing,Emerging
GL03157,Boutique Owner,59800,32872,23193,34736,130,21,High,0.5497,0.3878,0.0716,1.0567,9,2,Increasing,Ready
GL03158,Boutique Owner,50035,17887,15387,27952,128,44,Medium,0.3575,0.3075,0.1312,1.5627,9,0,Stable,Ready
GL03159,Boutique Owner,80613,75913,4465,25014,106,33,Medium,0.9417,0.0554,0.1407,0.3295,5,0,Stable,Emerging
GL03160,Boutique Owner,67272,48119,17500,35485,125,22,Low,0.7153,0.2601,0.1035,0.7374,9,0,Increasing,Ready
GL03161,Boutique Owner,42929,41005,1827,43698,95,44,Low,0.9552,0.0426,0.0768,1.0657,4,0,Stable,Building
GL03162,Boutique Owner,70274,30597,18799,35327,94,21,Low,0.4354,0.2675,0.103,1.1546,8,1,Increasing,Ready
GL03163,Boutique Owner,40793,15627,11547,25214,141,43,Low,0.3831,0.2831,0.0849,1.6135,10,0,Increasing,Ready
GL03164,Boutique Owner,43080,39530,3372,21987,122,21,High,0.9176,0.0783,0.1787,0.5562,5,0,Increasing,Emerging
GL03165,Boutique Owner,76987,37092,14758,31445,126,29,Medium,0.4818,0.1917,0.1312,0.8478,5,2,Stable,Emerging
GL03166,Boutique Owner,76177,45470,11950,25917,144,29,Medium,0.5969,0.1569,0.0896,0.57,7,2,Increasing,Emerging
GL03167,Boutique Owner,48464,32868,14503,19950,143,34,Medium,0.6782,0.2993,0.1174,0.607,5,2,Stable,Emerging
GL03168,Boutique Owner,50712,23464,23099,43648,100,27,Medium,0.4627,0.4555,0.069,1.8602,8,2,Increasing,Ready
GL03169,Boutique Owner,50479,29252,19821,34106,99,31,Medium,0.5795,0.3927,0.1236,1.1659,6,2,Stable,Emerging
GL03170,Boutique Owner,40477,35801,4442,20402,140,30,Medium,0.8845,0.1097,0.1015,0.5699,5,2,Increasing,Emerging
GL03171,Boutique Owner,64165,59301,4620,34720,111,28,High,0.9242,0.072,0.0588,0.5855,5,2,Increasing,Emerging
GL03172,Boutique Owner,42065,13376,21088,29185,138,46,Low,0.318,0.5013,0.1138,2.1819,9,2,Increasing,Ready
GL03173,Boutique Owner,50158,36705,10970,36048,132,31,Medium,0.7318,0.2187,0.0699,0.9821,7,1,Increasing,Emerging
GL03174,Boutique Owner,42635,33076,9081,16339,84,47,Medium,0.7758,0.213,0.1866,0.494,4,2,Increasing,Building
GL03175,Boutique Owner,40847,29397,10072,24881,93,49,Medium,0.7197,0.2466,0.1087,0.8464,4,2,Stable,Building
GL03176,Boutique Owner,75888,32229,15396,34832,84,44,Low,0.4247,0.2029,0.0841,1.0808,8,0,Stable,Ready
GL03177,Boutique Owner,71958,23962,23804,35310,81,48,Medium,0.333,0.3308,0.1019,1.4736,10,0,Increasing,Ready
GL03178,Boutique Owner,65107,33829,24532,42569,132,38,Medium,0.5196,0.3768,0.1891,1.2584,5,2,Stable,Emerging
GL03179,Boutique Owner,52507,46127,6061,20609,110,28,Medium,0.8785,0.1154,0.0936,0.4468,7,0,Increasing,Emerging
GL03180,Boutique Owner,45993,18479,14591,25192,117,34,Medium,0.4018,0.3172,0.1434,1.3633,9,2,Increasing,Ready
GL03181,Boutique Owner,63105,34947,15520,38274,125,34,Medium,0.5538,0.2459,0.0965,1.0952,7,1,Stable,Emerging
GL03182,Boutique Owner,59392,41936,16147,25503,136,24,Medium,0.7061,0.2719,0.1538,0.6081,5,2,Increasing,Emerging
GL03183,Boutique Owner,57360,49209,7743,16139,135,36,Medium,0.8579,0.135,0.0628,0.328,5,2,Increasing,Emerging
GL03184,Boutique Owner,43379,16514,19237,43218,115,50,Low,0.3807,0.4435,0.1398,2.6171,9,0,Stable,Ready
GL03185,Boutique Owner,84572,64697,12197,19086,152,36,Medium,0.765,0.1442,0.1827,0.295,1,1,Stable,Building
GL03186,Boutique Owner,80989,39085,19883,32268,160,36,Low,0.4826,0.2455,0.1383,0.8256,10,0,Increasing,Ready
GL03187,Boutique Owner,80537,77726,2670,32596,87,38,Medium,0.9651,0.0332,0.1569,0.4194,0,1,Stable,Building
GL03188,Boutique Owner,43260,22581,10488,33002,89,40,High,0.522,0.2424,0.1898,1.4615,6,2,Increasing,Emerging
GL03189,Boutique Owner,68732,34235,14136,18185,83,35,Medium,0.4981,0.2057,0.0718,0.5312,6,1,Stable,Emerging
GL03190,Boutique Owner,46329,19717,15356,43158,158,44,Medium,0.4256,0.3315,0.1539,2.1889,7,1,Increasing,Emerging
GL03191,Boutique Owner,40758,20700,15068,40653,90,27,Medium,0.5079,0.3697,0.0507,1.9639,8,0,Stable,Ready
GL03192,Boutique Owner,75765,36730,11263,25299,133,38,Medium,0.4848,0.1487,0.1964,0.6888,3,2,Stable,Building
GL03193,Boutique Owner,72519,32923,23801,38050,126,45,Medium,0.454,0.3282,0.1608,1.1557,7,0,Stable,Emerging
GL03194,Boutique Owner,57581,20913,12306,19426,151,39,Medium,0.3632,0.2137,0.1703,0.9289,7,2,Increasing,Emerging
GL03195,Boutique Owner,43050,40449,2470,35617,148,46,High,0.9396,0.0574,0.1037,0.8805,3,2,Stable,Building
GL03196,Boutique Owner,70516,47943,19563,27866,92,32,Medium,0.6799,0.2774,0.0701,0.5812,6,0,Stable,Emerging
GL03197,Boutique Owner,70273,54229,12877,30905,97,41,Medium,0.7717,0.1832,0.0953,0.5699,2,1,Stable,Building
GL03198,Boutique Owner,60996,25563,14117,31441,154,22,Low,0.4191,0.2314,0.0761,1.2299,9,2,Increasing,Ready
GL03199,Boutique Owner,43871,21764,16929,26621,113,26,Medium,0.4961,0.3859,0.1466,1.2232,7,2,Stable,Emerging
GL03200,Boutique Owner,80558,52032,11121,43971,86,30,High,0.6459,0.138,0.1921,0.8451,6,0,Increasing,Emerging
GL03201,Boutique Owner,71721,51122,12717,29932,143,40,Medium,0.7128,0.1773,0.12,0.5855,5,1,Increasing,Emerging
GL03202,Boutique Owner,72845,50685,10964,18844,118,41,Low,0.6958,0.1505,0.054,0.3718,5,1,Increasing,Emerging
GL03203,Boutique Owner,61368,50493,10144,23157,124,39,Medium,0.8228,0.1653,0.1781,0.4586,5,0,Increasing,Emerging
GL03204,Boutique Owner,68969,28187,17164,26146,127,20,Medium,0.4087,0.2489,0.1158,0.9276,9,1,Increasing,Ready
GL03205,Boutique Owner,69160,29690,19339,42030,119,21,Medium,0.4293,0.2796,0.1736,1.4156,7,0,Stable,Emerging
GL03206,Boutique Owner,41594,22768,15805,43512,105,30,Medium,0.5474,0.38,0.0584,1.9111,9,2,Increasing,Ready
GL03207,Boutique Owner,70257,49840,17278,20288,98,37,Medium,0.7094,0.2459,0.1836,0.4071,2,1,Stable,Building
GL03208,Boutique Owner,61526,31181,11371,18630,160,41,High,0.5068,0.1848,0.1475,0.5975,9,0,Increasing,Ready
GL03209,Boutique Owner,42490,16596,21329,36235,110,32,Low,0.3906,0.502,0.1152,2.1834,7,1,Stable,Emerging
GL03210,Boutique Owner,72915,57077,12561,39116,124,39,Medium,0.7828,0.1723,0.063,0.6853,5,2,Increasing,Emerging
GL03211,Boutique Owner,49072,33697,14235,42787,156,26,Medium,0.6867,0.2901,0.1636,1.2698,5,2,Increasing,Emerging
GL03212,Boutique Owner,53332,45641,7306,25484,107,48,High,0.8558,0.137,0.0883,0.5584,3,2,Stable,Building
GL03213,Boutique Owner,65370,59270,5795,27692,110,26,Medium,0.9067,0.0886,0.0694,0.4672,5,0,Stable,Emerging
GL03214,Boutique Owner,80320,69773,10015,20713,115,37,Medium,0.8687,0.1247,0.0567,0.2969,5,2,Increasing,Emerging
GL03215,Boutique Owner,51774,32767,14401,42748,146,42,Medium,0.6329,0.2782,0.0722,1.3046,9,1,Increasing,Ready
GL03216,Boutique Owner,63122,22124,15000,28389,145,29,Medium,0.3505,0.2376,0.1853,1.2832,9,0,Increasing,Ready
GL03217,Boutique Owner,72230,65685,6217,34497,102,29,Medium,0.9094,0.0861,0.1184,0.5252,5,2,Increasing,Emerging
GL03218,Boutique Owner,47098,29393,11357,27851,116,34,Medium,0.6241,0.2411,0.0848,0.9475,10,0,Increasing,Ready
GL03219,Boutique Owner,83704,63037,13058,34317,126,45,Medium,0.7531,0.156,0.1689,0.5444,3,2,Increasing,Building
GL03220,Boutique Owner,69424,28331,10672,37003,127,38,Low,0.4081,0.1537,0.0883,1.3061,9,0,Increasing,Ready
GL03221,Boutique Owner,72350,36761,16555,34785,153,28,Medium,0.5081,0.2288,0.1325,0.9462,9,1,Increasing,Ready
GL03222,Boutique Owner,50157,25138,10334,35694,90,32,High,0.5012,0.206,0.121,1.4199,10,0,Increasing,Ready
GL03223,Boutique Owner,61775,55863,5616,44786,152,47,Low,0.9043,0.0909,0.0839,0.8017,3,1,Stable,Building
GL03224,Boutique Owner,55647,32353,13216,17854,96,35,Medium,0.5814,0.2375,0.0638,0.5518,10,0,Increasing,Ready
GL03225,Boutique Owner,75866,65540,9809,25710,80,25,Medium,0.8639,0.1293,0.1965,0.3923,2,0,Stable,Building
GL03226,Boutique Owner,60874,51876,8548,25845,87,35,Medium,0.8522,0.1404,0.1998,0.4982,2,2,Increasing,Building
GL03227,Boutique Owner,64601,26253,22849,37709,132,29,Medium,0.4064,0.3537,0.1049,1.4364,10,0,Increasing,Ready
GL03228,Boutique Owner,48449,23536,15196,41439,143,30,Medium,0.4858,0.3136,0.1089,1.7607,9,1,Increasing,Ready
GL03229,Boutique Owner,65871,51972,12160,16819,143,43,Medium,0.789,0.1846,0.1526,0.3236,5,0,Increasing,Emerging
GL03230,Boutique Owner,78770,35170,22464,26411,116,34,Medium,0.4465,0.2852,0.114,0.751,9,1,Increasing,Ready
GL03231,Boutique Owner,79887,69725,9653,37826,149,35,Low,0.8728,0.1208,0.1651,0.5425,3,0,Stable,Building
GL03232,Boutique Owner,48170,30308,15526,37630,94,47,Medium,0.6292,0.3223,0.1025,1.2416,8,1,Increasing,Ready
GL03233,Boutique Owner,64986,44768,16204,26553,133,40,Medium,0.6889,0.2493,0.1042,0.5931,5,2,Stable,Emerging
GL03234,Boutique Owner,60338,32365,18307,39839,115,48,Medium,0.5364,0.3034,0.0505,1.2309,9,0,Stable,Ready
GL03235,Boutique Owner,81713,53955,14027,19155,149,30,Medium,0.6603,0.1717,0.1989,0.355,3,2,Increasing,Building
GL03236,Boutique Owner,67611,63040,4342,25845,148,33,Medium,0.9324,0.0642,0.1988,0.41,1,2,Stable,Building
GL03237,Boutique Owner,48132,31646,12457,21427,138,35,Medium,0.6575,0.2588,0.0861,0.6771,7,2,Increasing,Emerging
GL03238,Boutique Owner,46923,31466,11194,43920,109,25,Medium,0.6706,0.2386,0.1296,1.3958,7,1,Increasing,Emerging
GL03239,Boutique Owner,53017,30140,15402,38313,133,36,Low,0.5685,0.2905,0.1728,1.2712,7,1,Increasing,Emerging
GL03240,Boutique Owner,58547,47317,10402,33039,112,31,Medium,0.8082,0.1777,0.0693,0.6982,5,2,Increasing,Emerging
GL03241,Boutique Owner,41252,20003,15980,15797,86,40,Medium,0.4849,0.3874,0.1285,0.7897,6,1,Stable,Emerging
GL03242,Boutique Owner,74110,26101,10338,28288,155,42,Low,0.3522,0.1395,0.1701,1.0838,5,0,Stable,Emerging
GL03243,Boutique Owner,44157,26021,12876,19222,144,32,Medium,0.5893,0.2916,0.1811,0.7387,5,1,Stable,Emerging
GL03244,Boutique Owner,72838,35981,22394,16549,87,26,Low,0.494,0.3074,0.1504,0.4599,6,0,Stable,Emerging
GL03245,Boutique Owner,75339,36509,21322,16587,133,26,High,0.4846,0.283,0.1463,0.4543,9,2,Increasing,Ready
GL03246,Boutique Owner,56299,25829,22370,38749,80,31,Medium,0.4588,0.3973,0.1494,1.5002,8,0,Stable,Ready
GL03247,Boutique Owner,67340,27434,20431,36237,138,40,Medium,0.4074,0.3034,0.1702,1.3209,5,1,Stable,Emerging
GL03248,Boutique Owner,76375,51537,11670,39766,148,43,Medium,0.6748,0.1528,0.0524,0.7716,7,0,Increasing,Emerging
GL03249,Boutique Owner,76406,46813,15349,33485,93,50,Medium,0.6127,0.2009,0.1416,0.7153,6,1,Stable,Emerging
GL03250,Boutique Owner,63974,32223,14301,22426,140,42,Low,0.5037,0.2235,0.1183,0.696,9,2,Increasing,Ready
GL03251,Boutique Owner,51219,32047,10249,21607,83,23,Medium,0.6257,0.2001,0.1903,0.6742,4,2,Stable,Building
GL03252,Boutique Owner,58577,28726,20873,20876,91,26,Medium,0.4904,0.3563,0.1224,0.7267,8,0,Stable,Ready
GL03253,Boutique Owner,58803,26643,13918,19586,106,26,Medium,0.4531,0.2367,0.0981,0.7351,10,0,Increasing,Ready
GL03254,Boutique Owner,58658,24442,13940,32971,151,31,Medium,0.4167,0.2376,0.1183,1.3489,9,1,Increasing,Ready
GL03255,Boutique Owner,84014,26035,15261,21612,129,49,Low,0.3099,0.1816,0.1752,0.8301,3,1,Stable,Building
GL03256,Boutique Owner,69207,57261,10158,18183,117,27,Medium,0.8274,0.1468,0.1084,0.3175,5,1,Increasing,Emerging
GL03257,Boutique Owner,62936,19938,23643,32231,112,36,Medium,0.3168,0.3757,0.0724,1.6166,9,2,Increasing,Ready
GL03258,Boutique Owner,82201,64757,11776,35263,104,21,Medium,0.7878,0.1433,0.1779,0.5445,1,2,Stable,Building
GL03259,Boutique Owner,55186,27361,20938,22290,93,32,High,0.4958,0.3794,0.1518,0.8147,8,0,Increasing,Ready
GL03260,Boutique Owner,65680,20209,16516,25912,158,21,Low,0.3077,0.2515,0.1829,1.2822,7,1,Increasing,Emerging
GL03261,Boutique Owner,80732,60613,17995,18756,107,37,Low,0.7508,0.2229,0.127,0.3094,5,1,Stable,Emerging
GL03262,Boutique Owner,49252,41622,7248,43874,104,26,Medium,0.8451,0.1472,0.1214,1.0541,3,2,Stable,Building
GL03263,Boutique Owner,74631,67914,6381,23855,112,46,Medium,0.91,0.0855,0.1246,0.3513,3,2,Stable,Building
GL03264,Boutique Owner,62991,53536,8982,42838,137,26,Medium,0.8499,0.1426,0.1585,0.8002,1,2,Stable,Building
GL03265,Boutique Owner,81633,79632,1900,25684,139,27,Low,0.9755,0.0233,0.0502,0.3225,5,2,Increasing,Emerging
GL03266,Boutique Owner,40373,29762,10001,34418,92,46,Medium,0.7372,0.2477,0.1599,1.1564,4,0,Stable,Building
GL03267,Boutique Owner,83351,55986,14575,25583,89,43,Low,0.6717,0.1749,0.1052,0.457,4,2,Increasing,Building
GL03268,Boutique Owner,80057,29965,22761,27408,143,24,Medium,0.3743,0.2843,0.0852,0.9147,9,1,Increasing,Ready
GL03269,Boutique Owner,83648,46474,13694,24641,158,48,Low,0.5556,0.1637,0.1619,0.5302,7,0,Increasing,Emerging
GL03270,Boutique Owner,51289,36169,10953,38021,88,24,Medium,0.7052,0.2136,0.1923,1.0512,2,1,Stable,Building
